Tag: majestic Values: HSB_HistDist : 2.681701866454408, Blue_HistDist : 3.066567742859989, GrayHistDist : 6.2195363321096035, InterestPointsDist : 0.2, Green_HistDist : 6.8729066319160905, NumberOfFacesDist : 0.0, Red_HistDist : 5.5873972017100275, RGB_HistDist : 3.546664905618075, 
Tag: lake Values: HSB_HistDist : 2.4935566845421944, Blue_HistDist : 7.558271198304931, GrayHistDist : 5.969939479077892, InterestPointsDist : 0.0, Green_HistDist : 6.201957804661911, NumberOfFacesDist : 0.0, Red_HistDist : 18.694315980012657, RGB_HistDist : 6.383810146834255, 
Tag: tourism Values: HSB_HistDist : 2.2759500909713144, Blue_HistDist : 2.9009287290343293, GrayHistDist : 11.095805262879766, InterestPointsDist : 0.0, Green_HistDist : 9.17938481434214, NumberOfFacesDist : 0.2, Red_HistDist : 19.842756215630928, RGB_HistDist : 5.227446248955813, 
Tag: elevated view Values: HSB_HistDist : 4.414787282034255, Blue_HistDist : 55.87111535415029, GrayHistDist : 36.14621993380654, InterestPointsDist : 0.0, Green_HistDist : 34.3785871507203, NumberOfFacesDist : 0.0, Red_HistDist : 18.45314541252653, RGB_HistDist : 16.950823723091435, 
Tag: beauty in nature Values: HSB_HistDist : 3.478871347038864, Blue_HistDist : 14.241092317050748, GrayHistDist : 11.046008959514147, InterestPointsDist : 0.0, Green_HistDist : 11.359147532018739, NumberOfFacesDist : 0.0, Red_HistDist : 24.854760730784783, RGB_HistDist : 12.278738823021675, 
Tag: river sumida Values: HSB_HistDist : 2.0883210495018965, Blue_HistDist : 4.9158728213490175, GrayHistDist : 7.448732724273677, InterestPointsDist : 0.0, Green_HistDist : 9.930961959491977, NumberOfFacesDist : 0.0, Red_HistDist : 5.1885782364010025, RGB_HistDist : 1.9867215672365908, 
Tag: roof Values: HSB_HistDist : 1.705896891351952, Blue_HistDist : 8.697448923855207, GrayHistDist : 12.30673105130524, InterestPointsDist : 0.0, Green_HistDist : 13.026147083586206, NumberOfFacesDist : 0.0, Red_HistDist : 32.906982275444804, RGB_HistDist : 10.881747337563556, 
Tag: kasuga taisha shrine Values: HSB_HistDist : 15.678986232219023, Blue_HistDist : 35.13234502370294, GrayHistDist : 52.94154780183935, InterestPointsDist : 0.0, Green_HistDist : 57.43746708278991, NumberOfFacesDist : 1.0, Red_HistDist : 72.97848491926952, RGB_HistDist : 39.69629747751047, 
Tag: lighting equipment Values: HSB_HistDist : 2.0883210495018965, Blue_HistDist : 4.9158728213490175, GrayHistDist : 7.448732724273677, InterestPointsDist : 0.0, Green_HistDist : 9.930961959491977, NumberOfFacesDist : 0.0, Red_HistDist : 5.1885782364010025, RGB_HistDist : 1.9867215672365908, 
Tag: street light Values: HSB_HistDist : 4.414787282034255, Blue_HistDist : 55.87111535415029, GrayHistDist : 36.14621993380654, InterestPointsDist : 0.0, Green_HistDist : 34.3785871507203, NumberOfFacesDist : 0.0, Red_HistDist : 18.45314541252653, RGB_HistDist : 16.950823723091435, 
Tag: wave Values: HSB_HistDist : 5.015219276892616, Blue_HistDist : 10.595999520427734, GrayHistDist : 5.39633489569027, InterestPointsDist : 0.2, Green_HistDist : 6.876640932257581, NumberOfFacesDist : 0.2, Red_HistDist : 4.737880435068882, RGB_HistDist : 5.793581586982085, 
Tag: animal themes Values: HSB_HistDist : 5.202098551999397, Blue_HistDist : 9.831086315886708, GrayHistDist : 4.046207267244703, InterestPointsDist : 0.2, Green_HistDist : 5.225245281955086, NumberOfFacesDist : 0.2, Red_HistDist : 4.357441615228117, RGB_HistDist : 4.620604151268407, 
Tag: symmetry Values: HSB_HistDist : 5.971541710680638, Blue_HistDist : 30.172131159552094, GrayHistDist : 18.270154417734418, InterestPointsDist : 0.2, Green_HistDist : 18.643751031298073, NumberOfFacesDist : 0.0, Red_HistDist : 9.485340719693152, RGB_HistDist : 6.833843177862482, 
Tag: tranquility Values: HSB_HistDist : 1.0257304598256185, Blue_HistDist : 2.671329581915262, GrayHistDist : 5.863265832097672, InterestPointsDist : 0.0, Green_HistDist : 5.581135851907465, NumberOfFacesDist : 0.0, Red_HistDist : 19.03102786356481, RGB_HistDist : 5.831656246571546, 
Tag: day Values: HSB_HistDist : 1.7340307892640918, Blue_HistDist : 6.161605335835595, GrayHistDist : 6.4160765132999655, InterestPointsDist : 0.0, Green_HistDist : 6.364789859471836, NumberOfFacesDist : 0.0, Red_HistDist : 37.46046496619295, RGB_HistDist : 10.016886437495051, 
Tag: memories Values: HSB_HistDist : 2.2759500909713144, Blue_HistDist : 2.9009287290343293, GrayHistDist : 11.095805262879766, InterestPointsDist : 0.0, Green_HistDist : 9.17938481434214, NumberOfFacesDist : 0.2, Red_HistDist : 19.842756215630928, RGB_HistDist : 5.227446248955813, 
Tag: bridge Values: HSB_HistDist : 1.6390295583756633, Blue_HistDist : 7.101977876117421, GrayHistDist : 18.808156129196014, InterestPointsDist : 0.0, Green_HistDist : 12.083461142018615, NumberOfFacesDist : 0.4, Red_HistDist : 25.507974772326634, RGB_HistDist : 12.740842801668112, 
Tag: palace Values: HSB_HistDist : 3.497570467769177, Blue_HistDist : 5.000126802944775, GrayHistDist : 8.022237388103015, InterestPointsDist : 0.2, Green_HistDist : 5.806051860682009, NumberOfFacesDist : 0.0, Red_HistDist : 9.067911511097659, RGB_HistDist : 3.2790332289696424, 
Tag: built structure Values: HSB_HistDist : 2.642117479154412, Blue_HistDist : 12.857407451581775, GrayHistDist : 9.847548813657479, InterestPointsDist : 0.0, Green_HistDist : 10.640434939444152, NumberOfFacesDist : 0.0, Red_HistDist : 24.75857070642507, RGB_HistDist : 7.622427335532045, 
Tag: car Values: HSB_HistDist : 3.9581876729078287, Blue_HistDist : 2.9494835638444497, GrayHistDist : 4.697013762590162, InterestPointsDist : 0.0, Green_HistDist : 3.398786416063288, NumberOfFacesDist : 0.0, Red_HistDist : 3.181105695807656, RGB_HistDist : 6.425574407813397, 
Tag: footpath Values: HSB_HistDist : 3.9581876729078287, Blue_HistDist : 2.9494835638444497, GrayHistDist : 4.697013762590162, InterestPointsDist : 0.0, Green_HistDist : 3.398786416063288, NumberOfFacesDist : 0.0, Red_HistDist : 3.181105695807656, RGB_HistDist : 6.425574407813397, 
Tag: walking Values: HSB_HistDist : 2.2759500909713144, Blue_HistDist : 2.9009287290343293, GrayHistDist : 11.095805262879766, InterestPointsDist : 0.0, Green_HistDist : 9.17938481434214, NumberOfFacesDist : 0.2, Red_HistDist : 19.842756215630928, RGB_HistDist : 5.227446248955813, 
Tag: reflection Values: HSB_HistDist : 3.214709617917188, Blue_HistDist : 8.6377308250573, GrayHistDist : 6.601966936641429, InterestPointsDist : 0.0, Green_HistDist : 5.819851655208651, NumberOfFacesDist : 0.0, Red_HistDist : 8.189533561733901, RGB_HistDist : 2.4373206093544795, 
Tag: mosque Values: HSB_HistDist : 2.681701866454408, Blue_HistDist : 3.066567742859989, GrayHistDist : 6.2195363321096035, InterestPointsDist : 0.2, Green_HistDist : 6.8729066319160905, NumberOfFacesDist : 0.0, Red_HistDist : 5.5873972017100275, RGB_HistDist : 3.546664905618075, 
Tag: incidental people Values: HSB_HistDist : 2.216240489394194, Blue_HistDist : 3.8543102106385048, GrayHistDist : 9.613575997401922, InterestPointsDist : 0.0, Green_HistDist : 7.301602822282199, NumberOfFacesDist : 0.2, Red_HistDist : 25.387526265722364, RGB_HistDist : 7.793737899312866, 
Tag: dome Values: HSB_HistDist : 2.4208365247649746, Blue_HistDist : 2.2501657031511257, GrayHistDist : 10.515442971372716, InterestPointsDist : 0.2, Green_HistDist : 7.476536979532132, NumberOfFacesDist : 0.2, Red_HistDist : 13.080460537720247, RGB_HistDist : 4.238135054515302, 
Tag: coastline Values: HSB_HistDist : 4.939214345048704, Blue_HistDist : 18.576891355307502, GrayHistDist : 8.324316990390955, InterestPointsDist : 0.2, Green_HistDist : 9.275903220912602, NumberOfFacesDist : 0.2, Red_HistDist : 4.2782123821785465, RGB_HistDist : 5.59937592837485, 
Tag: frozen Values: HSB_HistDist : 5.015219276892616, Blue_HistDist : 10.595999520427734, GrayHistDist : 5.39633489569027, InterestPointsDist : 0.2, Green_HistDist : 6.876640932257581, NumberOfFacesDist : 0.2, Red_HistDist : 4.737880435068882, RGB_HistDist : 5.793581586982085, 
Tag: landscape Values: HSB_HistDist : 5.832951806621127, Blue_HistDist : 26.054791911122116, GrayHistDist : 19.83814553158779, InterestPointsDist : 0.0, Green_HistDist : 20.42069791677431, NumberOfFacesDist : 0.0, Red_HistDist : 26.827014905552584, RGB_HistDist : 15.452887380132129, 
Tag: photography Values: HSB_HistDist : 2.468613678266607, Blue_HistDist : 11.499135594108704, GrayHistDist : 7.948842618888814, InterestPointsDist : 0.0, Green_HistDist : 6.933401479247573, NumberOfFacesDist : 0.0, Red_HistDist : 8.802697308204438, RGB_HistDist : 3.396878686730841, 
Tag: skyscraper Values: HSB_HistDist : 2.0883210495018965, Blue_HistDist : 4.9158728213490175, GrayHistDist : 7.448732724273677, InterestPointsDist : 0.0, Green_HistDist : 9.930961959491977, NumberOfFacesDist : 0.0, Red_HistDist : 5.1885782364010025, RGB_HistDist : 1.9867215672365908, 
Tag: animal body part Values: HSB_HistDist : 5.202098551999397, Blue_HistDist : 9.831086315886708, GrayHistDist : 4.046207267244703, InterestPointsDist : 0.2, Green_HistDist : 5.225245281955086, NumberOfFacesDist : 0.2, Red_HistDist : 4.357441615228117, RGB_HistDist : 4.620604151268407, 
Tag: no people Values: HSB_HistDist : 3.0992620409375027, Blue_HistDist : 13.389054656735164, GrayHistDist : 7.994183559472178, InterestPointsDist : 0.0, Green_HistDist : 7.994890473709691, NumberOfFacesDist : 0.0, Red_HistDist : 3.1914697595902495, RGB_HistDist : 3.80648989801821, 
Tag: flowing water Values: HSB_HistDist : 3.1013110532805155, Blue_HistDist : 23.962405591627956, GrayHistDist : 36.49349817284748, InterestPointsDist : 0.0, Green_HistDist : 32.72163789529138, NumberOfFacesDist : 0.2, Red_HistDist : 40.94275017809372, RGB_HistDist : 27.961346330113514, 
Tag: idyllic Values: HSB_HistDist : 3.1013110532805155, Blue_HistDist : 23.962405591627956, GrayHistDist : 36.49349817284748, InterestPointsDist : 0.0, Green_HistDist : 32.72163789529138, NumberOfFacesDist : 0.2, Red_HistDist : 40.94275017809372, RGB_HistDist : 27.961346330113514, 
Tag: japanese culture Values: HSB_HistDist : 2.0883210495018965, Blue_HistDist : 4.9158728213490175, GrayHistDist : 7.448732724273677, InterestPointsDist : 0.0, Green_HistDist : 9.930961959491977, NumberOfFacesDist : 0.0, Red_HistDist : 5.1885782364010025, RGB_HistDist : 1.9867215672365908, 
Tag: isle of wight Values: HSB_HistDist : 5.015219276892616, Blue_HistDist : 10.595999520427734, GrayHistDist : 5.39633489569027, InterestPointsDist : 0.2, Green_HistDist : 6.876640932257581, NumberOfFacesDist : 0.2, Red_HistDist : 4.737880435068882, RGB_HistDist : 5.793581586982085, 
Tag: rock formation Values: HSB_HistDist : 3.1013110532805155, Blue_HistDist : 23.962405591627956, GrayHistDist : 36.49349817284748, InterestPointsDist : 0.0, Green_HistDist : 32.72163789529138, NumberOfFacesDist : 0.2, Red_HistDist : 40.94275017809372, RGB_HistDist : 27.961346330113514, 
Tag: pond Values: HSB_HistDist : 2.2759500909713144, Blue_HistDist : 2.9009287290343293, GrayHistDist : 11.095805262879766, InterestPointsDist : 0.0, Green_HistDist : 9.17938481434214, NumberOfFacesDist : 0.2, Red_HistDist : 19.842756215630928, RGB_HistDist : 5.227446248955813, 
Tag: nara prefecture Values: HSB_HistDist : 15.678986232219023, Blue_HistDist : 35.13234502370294, GrayHistDist : 52.94154780183935, InterestPointsDist : 0.0, Green_HistDist : 57.43746708278991, NumberOfFacesDist : 1.0, Red_HistDist : 72.97848491926952, RGB_HistDist : 39.69629747751047, 
Tag: mediterranean sea Values: HSB_HistDist : 3.084066117015228, Blue_HistDist : 2.245216600884347, GrayHistDist : 19.446564296784054, InterestPointsDist : 0.4, Green_HistDist : 12.621113437411164, NumberOfFacesDist : 0.0, Red_HistDist : 3.855387402357345, RGB_HistDist : 5.5178341663515065, 
Tag: tokyo prefecture Values: HSB_HistDist : 2.0883210495018965, Blue_HistDist : 4.9158728213490175, GrayHistDist : 7.448732724273677, InterestPointsDist : 0.0, Green_HistDist : 9.930961959491977, NumberOfFacesDist : 0.0, Red_HistDist : 5.1885782364010025, RGB_HistDist : 1.9867215672365908, 
Tag: orchard Values: HSB_HistDist : 3.9581876729078287, Blue_HistDist : 2.9494835638444497, GrayHistDist : 4.697013762590162, InterestPointsDist : 0.0, Green_HistDist : 3.398786416063288, NumberOfFacesDist : 0.0, Red_HistDist : 3.181105695807656, RGB_HistDist : 6.425574407813397, 
Tag: sea Values: HSB_HistDist : 2.3842431937574515, Blue_HistDist : 18.6559695470745, GrayHistDist : 11.495985415157598, InterestPointsDist : 0.0, Green_HistDist : 11.645678215458496, NumberOfFacesDist : 0.0, Red_HistDist : 23.396074999975962, RGB_HistDist : 11.936935222477363, 
Tag: netherlands Values: HSB_HistDist : 3.60367295196968, Blue_HistDist : 7.080506893297029, GrayHistDist : 8.833567425470033, InterestPointsDist : 0.0, Green_HistDist : 8.465603103693924, NumberOfFacesDist : 0.0, Red_HistDist : 6.923767160177252, RGB_HistDist : 6.0335422441769335, 
Tag: construction site Values: HSB_HistDist : 2.412536237175348, Blue_HistDist : 8.695274627761933, GrayHistDist : 15.171809198608651, InterestPointsDist : 0.0, Green_HistDist : 19.12892018580012, NumberOfFacesDist : 0.0, Red_HistDist : 33.340622037667345, RGB_HistDist : 15.64239064978491, 
Tag: tower Values: HSB_HistDist : 2.069241771428122, Blue_HistDist : 10.410619545455287, GrayHistDist : 7.917968451545971, InterestPointsDist : 0.0, Green_HistDist : 7.2418043092650155, NumberOfFacesDist : 0.0, Red_HistDist : 32.80066519767245, RGB_HistDist : 8.1318516946933, 
Tag: north america Values: HSB_HistDist : 5.971541710680638, Blue_HistDist : 30.172131159552094, GrayHistDist : 18.270154417734418, InterestPointsDist : 0.2, Green_HistDist : 18.643751031298073, NumberOfFacesDist : 0.0, Red_HistDist : 9.485340719693152, RGB_HistDist : 6.833843177862482, 
Tag: night Values: HSB_HistDist : 2.2875551958677214, Blue_HistDist : 3.536243667896207, GrayHistDist : 7.105510339307768, InterestPointsDist : 0.0, Green_HistDist : 7.015760410386953, NumberOfFacesDist : 0.0, Red_HistDist : 9.68510993111403, RGB_HistDist : 2.4995672175841483, 
Tag: sunrise Values: HSB_HistDist : 4.414787282034255, Blue_HistDist : 55.87111535415029, GrayHistDist : 36.14621993380654, InterestPointsDist : 0.0, Green_HistDist : 34.3785871507203, NumberOfFacesDist : 0.0, Red_HistDist : 18.45314541252653, RGB_HistDist : 16.950823723091435, 
Tag: turkey Values: HSB_HistDist : 2.681701866454408, Blue_HistDist : 3.066567742859989, GrayHistDist : 6.2195363321096035, InterestPointsDist : 0.2, Green_HistDist : 6.8729066319160905, NumberOfFacesDist : 0.0, Red_HistDist : 5.5873972017100275, RGB_HistDist : 3.546664905618075, 
Tag: refuelling Values: HSB_HistDist : 2.412536237175348, Blue_HistDist : 8.695274627761933, GrayHistDist : 15.171809198608651, InterestPointsDist : 0.0, Green_HistDist : 19.12892018580012, NumberOfFacesDist : 0.0, Red_HistDist : 33.340622037667345, RGB_HistDist : 15.64239064978491, 
Tag: river Values: HSB_HistDist : 2.0883210495018965, Blue_HistDist : 4.9158728213490175, GrayHistDist : 7.448732724273677, InterestPointsDist : 0.0, Green_HistDist : 9.930961959491977, NumberOfFacesDist : 0.0, Red_HistDist : 5.1885782364010025, RGB_HistDist : 1.9867215672365908, 
Tag: growth Values: HSB_HistDist : 3.9581876729078287, Blue_HistDist : 2.9494835638444497, GrayHistDist : 4.697013762590162, InterestPointsDist : 0.0, Green_HistDist : 3.398786416063288, NumberOfFacesDist : 0.0, Red_HistDist : 3.181105695807656, RGB_HistDist : 6.425574407813397, 
