ark;
barge;
flatboat;
hoy;
lighter;
bumboat;
canal boat;
narrow boat;
narrowboat;
ferry;
ferryboat;
fireboat;
gondola;
guard boat;
gunboat;
junk;
longboat;
lugger;
mackinaw;
Mackinaw boat;
mailboat;
mail boat;
packet;
packet boat;
motorboat;
powerboat;
pilot boat;
police boat;
punt;
river boat;
scow;
sea boat;
sharpie;
small boat;
steamboat;
surfboat;
tender;
ship's boat;
pinnace;
cutter;
tugboat;
tug;
towboat;
tower;
ark;
barge;
flatboat;
hoy;
lighter;
bumboat;
canal boat;
narrow boat;
narrowboat;
ferry;
ferryboat;
fireboat;
gondola;
guard boat;
gunboat;
junk;
longboat;
lugger;
mackinaw;
Mackinaw boat;
mailboat;
mail boat;
packet;
packet boat;
motorboat;
powerboat;
pilot boat;
police boat;
punt;
river boat;
scow;
sea boat;
sharpie;
small boat;
steamboat;
surfboat;
tender;
ship's boat;
pinnace;
cutter;
tugboat;
tug;
towboat;
tower;
